# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1981331	1982005	-	WP_086912315.1	WP_086912315.1		transcriptional repressor LexA	lexA		CBP33_RS09395	675	224	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1982105	1983052	+							CBP33_RS09400	948		old_locus_tag=CBP33_09395
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1982105	1983052	+	WP_086912316.1	WP_086912316.1		asparaginase			CBP33_RS09400	948	315	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1983120	1983776	-					adk		CBP33_RS09405	657		old_locus_tag=CBP33_09400
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1983120	1983776	-	WP_086912317.1	WP_086912317.1		adenylate kinase	adk		CBP33_RS09405	657	218	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1983935	1984693	-					kdsB		CBP33_RS09410	759		old_locus_tag=CBP33_09405
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1983935	1984693	-	WP_236749253.1	WP_236749253.1		3-deoxy-manno-octulosonate cytidylyltransferase	kdsB		CBP33_RS09410	759	252	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1984738	1984920	-							CBP33_RS09415	183		old_locus_tag=CBP33_09410
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1984738	1984920	-	WP_026436501.1	WP_026436501.1		Trm112 family protein			CBP33_RS09415	183	60	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1984939	1986006	-					lpxK		CBP33_RS09420	1068		old_locus_tag=CBP33_09415
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1984939	1986006	-	WP_086912319.1	WP_086912319.1		tetraacyldisaccharide 4'-kinase	lpxK		CBP33_RS09420	1068	355	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1986012	1986449	-							CBP33_RS09425	438		old_locus_tag=CBP33_09420
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1986012	1986449	-	WP_086912320.1	WP_086912320.1		biopolymer transporter ExbD			CBP33_RS09425	438	145	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1986480	1987127	-							CBP33_RS09430	648		old_locus_tag=CBP33_09425
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1986480	1987127	-	WP_086912321.1	WP_086912321.1		MotA/TolQ/ExbB proton channel family protein			CBP33_RS09430	648	215	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1987479	1988804	+					xseA		CBP33_RS09435	1326		old_locus_tag=CBP33_09430
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1987479	1988804	+	WP_086912322.1	WP_086912322.1		exodeoxyribonuclease VII large subunit	xseA		CBP33_RS09435	1326	441	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1988958	1989539	+							CBP33_RS09440	582		old_locus_tag=CBP33_09435
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1988958	1989539	+	WP_086912323.1	WP_086912323.1		superoxide dismutase [Fe]			CBP33_RS09440	582	193	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1989682	1990194	-							CBP33_RS09445	513		old_locus_tag=CBP33_09440
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1989682	1990194	-	WP_086912324.1	WP_086912324.1		DUF192 domain-containing protein			CBP33_RS09445	513	170	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1990347	1990598	-							CBP33_RS09450	252		old_locus_tag=CBP33_09445
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1990347	1990598	-	WP_086912325.1	WP_086912325.1		hypothetical protein			CBP33_RS09450	252	83	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1990888	1993125	+							CBP33_RS09455	2238		old_locus_tag=CBP33_09450
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1990888	1993125	+	WP_086912326.1	WP_086912326.1		NADP-dependent isocitrate dehydrogenase			CBP33_RS09455	2238	745	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1993403	1994662	+					icd		CBP33_RS09460	1260		old_locus_tag=CBP33_09455
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1993403	1994662	+	WP_086912327.1	WP_086912327.1		NADP-dependent isocitrate dehydrogenase	icd		CBP33_RS09460	1260	419	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1994780	1994971	+							CBP33_RS09465	192		old_locus_tag=CBP33_09460
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1994780	1994971	+	WP_236749131.1	WP_236749131.1		hypothetical protein			CBP33_RS09465	192	63	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1995029	1995970	+							CBP33_RS09470	942		old_locus_tag=CBP33_09465
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1995029	1995970	+	WP_086912328.1	WP_086912328.1		GSU2403 family nucleotidyltransferase fold protein			CBP33_RS09470	942	313	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1996104	1996496	+							CBP33_RS09475	393		old_locus_tag=CBP33_09470
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1996104	1996496	+	WP_086912329.1	WP_086912329.1		hypothetical protein			CBP33_RS09475	393	130	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1996657	1996959	+							CBP33_RS09480	303		old_locus_tag=CBP33_09475
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1996657	1996959	+	WP_086912330.1	WP_086912330.1		monooxygenase			CBP33_RS09480	303	100	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1997128	1997589	-							CBP33_RS09485	462		old_locus_tag=CBP33_09480
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1997128	1997589	-	WP_086912331.1	WP_086912331.1		hypothetical protein			CBP33_RS09485	462	153	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1997755	1998327	-							CBP33_RS09490	573		old_locus_tag=CBP33_09485
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1997755	1998327	-	WP_086912332.1	WP_086912332.1		hypothetical protein			CBP33_RS09490	573	190	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1998754	1999650	-					mmsB		CBP33_RS09495	897		old_locus_tag=CBP33_09490
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1998754	1999650	-	WP_086912333.1	WP_086912333.1		3-hydroxyisobutyrate dehydrogenase	mmsB		CBP33_RS09495	897	298	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1999756	2000196	-							CBP33_RS09500	441		old_locus_tag=CBP33_09495
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	1999756	2000196	-	WP_086912334.1	WP_086912334.1		TfoX/Sxy family protein			CBP33_RS09500	441	146	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2000256	2001422	-							CBP33_RS09505	1167		old_locus_tag=CBP33_09500
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2000256	2001422	-	WP_086912335.1	WP_086912335.1		acyl-CoA dehydrogenase family protein			CBP33_RS09505	1167	388	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2001462	2001863	-							CBP33_RS09510	402		old_locus_tag=CBP33_09505
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2001462	2001863	-	WP_086912336.1	WP_086912336.1		DUF1311 domain-containing protein			CBP33_RS09510	402	133	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2001871	2003394	-							CBP33_RS09515	1524		old_locus_tag=CBP33_09510
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2001871	2003394	-	WP_086912337.1	WP_086912337.1		CoA-acylating methylmalonate-semialdehyde dehydrogenase			CBP33_RS09515	1524	507	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2003548	2004450	+							CBP33_RS09520	903		old_locus_tag=CBP33_09515
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2003548	2004450	+	WP_086912338.1	WP_086912338.1		LysR family transcriptional regulator			CBP33_RS09520	903	300	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2004614	2005582	+							CBP33_RS09525	969		old_locus_tag=CBP33_09520
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2004614	2005582	+	WP_086912339.1	WP_086912339.1		patatin-like phospholipase family protein			CBP33_RS09525	969	322	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2005717	2005875	-							CBP33_RS09530	159		old_locus_tag=CBP33_09525
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2005717	2005875	-	WP_086912340.1	WP_086912340.1		DUF3309 family protein			CBP33_RS09530	159	52	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2005989	2006456	-							CBP33_RS09535	468		old_locus_tag=CBP33_09530
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2005989	2006456	-	WP_086912341.1	WP_086912341.1		CopD family protein			CBP33_RS09535	468	155	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2006548	2007936	-							CBP33_RS09540	1389		old_locus_tag=CBP33_09535
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2006548	2007936	-	WP_086912342.1	WP_086912342.1		GGDEF domain-containing protein			CBP33_RS09540	1389	462	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2008189	2011356	+							CBP33_RS09545	3168		old_locus_tag=CBP33_09540
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2008189	2011356	+	WP_086912343.1	WP_086912343.1		EAL domain-containing protein			CBP33_RS09545	3168	1055	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2011615	2015139	+					smc		CBP33_RS09550	3525		old_locus_tag=CBP33_09545
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2011615	2015139	+	WP_086912344.1	WP_086912344.1		chromosome segregation protein SMC	smc		CBP33_RS09550	3525	1174	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2015366	2016481	+							CBP33_RS09555	1116		old_locus_tag=CBP33_09550
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2015366	2016481	+	WP_086912345.1	WP_086912345.1		cell division protein FtsZ			CBP33_RS09555	1116	371	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2016495	2018606	+					ligA		CBP33_RS09560	2112		old_locus_tag=CBP33_09555
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2016495	2018606	+	WP_086912346.1	WP_086912346.1		NAD-dependent DNA ligase LigA	ligA		CBP33_RS09560	2112	703	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2018606	2019550	+							CBP33_RS09565	945		old_locus_tag=CBP33_09560
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2018606	2019550	+	WP_086912347.1	WP_086912347.1		patatin-like phospholipase family protein			CBP33_RS09565	945	314	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2019618	2021951	+							CBP33_RS09570	2334		old_locus_tag=CBP33_09565
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2019618	2021951	+	WP_086912348.1	WP_086912348.1		transglycosylase domain-containing protein			CBP33_RS09570	2334	777	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2022290	2022844	+							CBP33_RS09575	555		old_locus_tag=CBP33_09570
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2022290	2022844	+	WP_086914060.1	WP_086914060.1		sigma-70 family RNA polymerase sigma factor			CBP33_RS09575	555	184	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2022859	2023338	+							CBP33_RS09580	480		old_locus_tag=CBP33_09575
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2022859	2023338	+	WP_086912349.1	WP_086912349.1		zf-HC2 domain-containing protein			CBP33_RS09580	480	159	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2023335	2023808	+							CBP33_RS09585	474		old_locus_tag=CBP33_09580
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2023335	2023808	+	WP_086912350.1	WP_086912350.1		periplasmic heavy metal sensor			CBP33_RS09585	474	157	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2023959	2024441	+							CBP33_RS09590	483		old_locus_tag=CBP33_09585
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2023959	2024441	+	WP_086912351.1	WP_086912351.1		hypothetical protein			CBP33_RS09590	483	160	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2024751	2025044	+							CBP33_RS09595	294		old_locus_tag=CBP33_09590
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2024751	2025044	+	WP_086912352.1	WP_086912352.1		GYD domain-containing protein			CBP33_RS09595	294	97	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2025090	2027654	-							CBP33_RS09600	2565		old_locus_tag=CBP33_09595
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2025090	2027654	-	WP_086912353.1	WP_086912353.1		chemotaxis protein CheW			CBP33_RS09600	2565	854	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2027840	2028391	-							CBP33_RS09605	552		old_locus_tag=CBP33_09600
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2027840	2028391	-	WP_086912354.1	WP_086912354.1		NUDIX hydrolase			CBP33_RS09605	552	183	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2028485	2029180	-							CBP33_RS09610	696		old_locus_tag=CBP33_09605
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2028485	2029180	-	WP_086912355.1	WP_086912355.1		fumarylacetoacetate hydrolase family protein			CBP33_RS09610	696	231	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2029326	2029820	+							CBP33_RS09615	495		old_locus_tag=CBP33_09610
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2029326	2029820	+	WP_086914061.1	WP_086914061.1		MarR family winged helix-turn-helix transcriptional regulator			CBP33_RS09615	495	164	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2029817	2030485	+					maiA		CBP33_RS09620	669		old_locus_tag=CBP33_09615
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2029817	2030485	+	WP_086912356.1	WP_086912356.1		maleylacetoacetate isomerase	maiA		CBP33_RS09620	669	222	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2030493	2031362	+					pgeF		CBP33_RS09625	870		old_locus_tag=CBP33_09620
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2030493	2031362	+	WP_086912357.1	WP_086912357.1		peptidoglycan editing factor PgeF	pgeF		CBP33_RS09625	870	289	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2031270	2031641	-							CBP33_RS09630	372		old_locus_tag=CBP33_09625
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2031270	2031641	-	WP_086912358.1	WP_086912358.1		hypothetical protein			CBP33_RS09630	372	123	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2031749	2033449	+					phaC		CBP33_RS09635	1701		old_locus_tag=CBP33_09630
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2031749	2033449	+	WP_086912359.1	WP_086912359.1		class I poly(R)-hydroxyalkanoic acid synthase	phaC		CBP33_RS09635	1701	566	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2033540	2034718	+							CBP33_RS09640	1179		old_locus_tag=CBP33_09635
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2033540	2034718	+	WP_086912360.1	WP_086912360.1		acetyl-CoA C-acetyltransferase			CBP33_RS09640	1179	392	
gene	pseudogene	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2035581	2036339	+							CBP33_RS19465	759		partial;pseudo
CDS	without_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2035581	2036339	+				methyl-accepting chemotaxis protein			CBP33_RS19465	759		partial;pseudo
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2036380	2037162	+							CBP33_RS09650	783		old_locus_tag=CBP33_09645
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2036380	2037162	+	WP_086912361.1	WP_086912361.1		EAL domain-containing protein			CBP33_RS09650	783	260	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2037377	2038114	+					phbB		CBP33_RS09655	738		old_locus_tag=CBP33_09650
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2037377	2038114	+	WP_086912362.1	WP_086912362.1		acetoacetyl-CoA reductase	phbB		CBP33_RS09655	738	245	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2038494	2040563	-							CBP33_RS09660	2070		old_locus_tag=CBP33_09655
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2038494	2040563	-	WP_086912363.1	WP_086912363.1		ATP-binding cassette domain-containing protein			CBP33_RS09660	2070	689	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2040563	2041492	-					prmB		CBP33_RS09665	930		old_locus_tag=CBP33_09660
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2040563	2041492	-	WP_086912364.1	WP_086912364.1		50S ribosomal protein L3 N(5)-glutamine methyltransferase	prmB		CBP33_RS09665	930	309	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2041489	2042694	-					dapE		CBP33_RS09670	1206		old_locus_tag=CBP33_09665
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2041489	2042694	-	WP_086912365.1	WP_086912365.1		succinyl-diaminopimelate desuccinylase	dapE		CBP33_RS09670	1206	401	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2042718	2043878	-							CBP33_RS09675	1161		old_locus_tag=CBP33_09670
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2042718	2043878	-	WP_086912366.1	WP_086912366.1		PilT/PilU family type 4a pilus ATPase			CBP33_RS09675	1161	386	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2043946	2044779	-					dapD		CBP33_RS09680	834		old_locus_tag=CBP33_09675
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2043946	2044779	-	WP_086912367.1	WP_086912367.1		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	dapD		CBP33_RS09680	834	277	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2044784	2045989	-					dapC		CBP33_RS09685	1206		old_locus_tag=CBP33_09680
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2044784	2045989	-	WP_086912368.1	WP_086912368.1		succinyldiaminopimelate transaminase	dapC		CBP33_RS09685	1206	401	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2046149	2047636	+							CBP33_RS09690	1488		old_locus_tag=CBP33_09685
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2046149	2047636	+	WP_086912369.1	WP_086912369.1		methyl-accepting chemotaxis protein			CBP33_RS09690	1488	495	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2047692	2048387	-					rsxB		CBP33_RS09695	696		old_locus_tag=CBP33_09690
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2047692	2048387	-	WP_086912370.1	WP_086912370.1		electron transport complex subunit RsxB	rsxB		CBP33_RS09695	696	231	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2048387	2050045	-					phaZ		CBP33_RS09700	1659		old_locus_tag=CBP33_09695
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2048387	2050045	-	WP_086912371.1	WP_086912371.1		polyhydroxyalkanoate depolymerase	phaZ		CBP33_RS09700	1659	552	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2050274	2051344	-							CBP33_RS09705	1071		old_locus_tag=CBP33_09700
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2050274	2051344	-	WP_086912372.1	WP_086912372.1		(p)ppGpp synthetase			CBP33_RS09705	1071	356	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2051597	2054362	+							CBP33_RS09710	2766		old_locus_tag=CBP33_09705
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2051597	2054362	+	WP_086912373.1	WP_086912373.1		EAL domain-containing protein			CBP33_RS09710	2766	921	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2054429	2055385	-					dusA		CBP33_RS09715	957		old_locus_tag=CBP33_09710
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2054429	2055385	-	WP_236749132.1	WP_236749132.1		tRNA dihydrouridine(20/20a) synthase DusA	dusA		CBP33_RS09715	957	318	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2055609	2057471	-							CBP33_RS09720	1863		old_locus_tag=CBP33_09715
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2055609	2057471	-	WP_086912374.1	WP_086912374.1		long-chain fatty acid--CoA ligase			CBP33_RS09720	1863	620	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2057740	2059074	+							CBP33_RS09725	1335		old_locus_tag=CBP33_09720
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2057740	2059074	+	WP_086912375.1	WP_086912375.1		ferric reductase-like transmembrane domain-containing protein			CBP33_RS09725	1335	444	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2059107	2059742	-							CBP33_RS09730	636		old_locus_tag=CBP33_09725
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2059107	2059742	-	WP_086912376.1	WP_086912376.1		GntR family transcriptional regulator			CBP33_RS09730	636	211	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2059871	2062039	+					scpA		CBP33_RS09735	2169		old_locus_tag=CBP33_09730
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2059871	2062039	+	WP_086912377.1	WP_086912377.1		methylmalonyl-CoA mutase	scpA		CBP33_RS09735	2169	722	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2062036	2063064	+					meaB		CBP33_RS09740	1029		old_locus_tag=CBP33_09735
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2062036	2063064	+	WP_086912378.1	WP_086912378.1		methylmalonyl Co-A mutase-associated GTPase MeaB	meaB		CBP33_RS09740	1029	342	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2063102	2064634	+							CBP33_RS09745	1533		old_locus_tag=CBP33_09740
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2063102	2064634	+	WP_086912379.1	WP_086912379.1		acyl-CoA carboxylase subunit beta			CBP33_RS09745	1533	510	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2064784	2066838	+							CBP33_RS09750	2055		old_locus_tag=CBP33_09745
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2064784	2066838	+	WP_086912380.1	WP_086912380.1		acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha			CBP33_RS09750	2055	684	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2066910	2067386	+							CBP33_RS09755	477		old_locus_tag=CBP33_09750
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2066910	2067386	+	WP_086912381.1	WP_086912381.1		VOC family protein			CBP33_RS09755	477	158	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2067465	2067674	+							CBP33_RS09760	210		old_locus_tag=CBP33_09755
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2067465	2067674	+	WP_086912382.1	WP_086912382.1		hypothetical protein			CBP33_RS09760	210	69	
gene	protein_coding	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2067755	2068822	+					bioB		CBP33_RS09765	1068		old_locus_tag=CBP33_09760
CDS	with_protein	GCF_002157165.1	Primary Assembly	chromosome		NZ_CP021359.1	2067755	2068822	+	WP_086912383.1	WP_086912383.1		biotin synthase BioB	bioB		CBP33_RS09765	1068	355	
