# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1886078	1886944	+						34237558	ACAV_RS08395	867		old_locus_tag=Acav_1700
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1886078	1886944	+	WP_013594137.1	WP_013594137.1		LysR family transcriptional regulator		34237558	ACAV_RS08395	867	288	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1886999	1887463	-						34239166	ACAV_RS08400	465		old_locus_tag=Acav_1701
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1886999	1887463	-	WP_049791071.1	WP_049791071.1		carboxymuconolactone decarboxylase family protein		34239166	ACAV_RS08400	465	154	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1887596	1887895	+						43402229	ACAV_RS24530	300		
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1887596	1887895	+	WP_128098538.1	WP_128098538.1		hypothetical protein		43402229	ACAV_RS24530	300	99	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1887958	1888749	-					map	34235529	ACAV_RS08405	792		old_locus_tag=Acav_1702
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1887958	1888749	-	WP_013594139.1	WP_013594139.1		type I methionyl aminopeptidase	map	34235529	ACAV_RS08405	792	263	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1888749	1889006	-						34237176	ACAV_RS08410	258		old_locus_tag=Acav_1703
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1888749	1889006	-	WP_013594140.1	WP_013594140.1		ParD-like family protein		34237176	ACAV_RS08410	258	85	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1889270	1890265	+						34236051	ACAV_RS08415	996		old_locus_tag=Acav_1704
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1889270	1890265	+	WP_013594141.1	WP_013594141.1		tripartite tricarboxylate transporter substrate binding protein		34236051	ACAV_RS08415	996	331	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1890309	1891892	+						34238344	ACAV_RS08420	1584		old_locus_tag=Acav_1705
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1890309	1891892	+	WP_013594142.1	WP_013594142.1		acetolactate synthase large subunit		34238344	ACAV_RS08420	1584	527	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1891951	1892745	+						34235500	ACAV_RS08425	795		old_locus_tag=Acav_1706
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1891951	1892745	+	WP_013594143.1	WP_013594143.1		SDR family oxidoreductase		34235500	ACAV_RS08425	795	264	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1892769	1893827	+						34235421	ACAV_RS08430	1059		old_locus_tag=Acav_1707
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1892769	1893827	+	WP_013594144.1	WP_013594144.1		glycosyl hydrolase		34235421	ACAV_RS08430	1059	352	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1893820	1894299	+						34237920	ACAV_RS08435	480		old_locus_tag=Acav_1708
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1893820	1894299	+	WP_013594145.1	WP_013594145.1		VOC family protein		34237920	ACAV_RS08435	480	159	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1894359	1894964	+						34238941	ACAV_RS08440	606		old_locus_tag=Acav_1709
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1894359	1894964	+	WP_013594146.1	WP_013594146.1		amino acid synthesis family protein		34238941	ACAV_RS08440	606	201	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1894974	1895834	+						34238353	ACAV_RS08445	861		old_locus_tag=Acav_1710
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1894974	1895834	+	WP_013594147.1	WP_013594147.1		alpha/beta hydrolase		34238353	ACAV_RS08445	861	286	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1895857	1896153	+						34235237	ACAV_RS08450	297		old_locus_tag=Acav_1711
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1895857	1896153	+	WP_013594148.1	WP_013594148.1		NIPSNAP family protein		34235237	ACAV_RS08450	297	98	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1896192	1897835	+						34235709	ACAV_RS08455	1644		old_locus_tag=Acav_1712
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1896192	1897835	+	WP_013594149.1	WP_013594149.1		bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase		34235709	ACAV_RS08455	1644	547	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1897847	1899268	+						34237457	ACAV_RS08460	1422		old_locus_tag=Acav_1713
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1897847	1899268	+	WP_013594150.1	WP_013594150.1		NAD-dependent succinate-semialdehyde dehydrogenase		34237457	ACAV_RS08460	1422	473	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1899292	1900740	+						34237007	ACAV_RS08465	1449		old_locus_tag=Acav_1714
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1899292	1900740	+	WP_013594151.1	WP_013594151.1		NAD-dependent succinate-semialdehyde dehydrogenase		34237007	ACAV_RS08465	1449	482	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1900787	1901401	+						34236973	ACAV_RS08470	615		old_locus_tag=Acav_1715
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1900787	1901401	+	WP_013594152.1	WP_013594152.1		nitroreductase family protein		34236973	ACAV_RS08470	615	204	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1901488	1902492	-						34237410	ACAV_RS08475	1005		old_locus_tag=Acav_1716
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1901488	1902492	-	WP_013594153.1	WP_013594153.1		YCF48-related protein		34237410	ACAV_RS08475	1005	334	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1902514	1904904	-						34236185	ACAV_RS08480	2391		old_locus_tag=Acav_1717
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1902514	1904904	-	WP_041828657.1	WP_041828657.1		efflux RND transporter permease subunit		34236185	ACAV_RS08480	2391	796	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1904944	1906593	-						34235486	ACAV_RS08485	1650		old_locus_tag=Acav_1718
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1904944	1906593	-	WP_013594155.1	WP_013594155.1		DUF1302 domain-containing protein		34235486	ACAV_RS08485	1650	549	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1906618	1908015	-						34235214	ACAV_RS08490	1398		old_locus_tag=Acav_1719
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1906618	1908015	-	WP_013594156.1	WP_013594156.1		DUF1329 domain-containing protein		34235214	ACAV_RS08490	1398	465	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1908087	1908758	-						34235645	ACAV_RS08495	672		old_locus_tag=Acav_1720
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1908087	1908758	-	WP_013594157.1	WP_013594157.1		cytochrome b/b6 domain-containing protein		34235645	ACAV_RS08495	672	223	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1908806	1910257	-						34238706	ACAV_RS08500	1452		old_locus_tag=Acav_1721
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1908806	1910257	-	WP_041829077.1	WP_041829077.1		aldehyde dehydrogenase family protein		34238706	ACAV_RS08500	1452	483	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1910638	1911606	+						34238340	ACAV_RS08505	969		old_locus_tag=Acav_1722
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1910638	1911606	+	WP_013594159.1	WP_013594159.1		helix-turn-helix domain-containing protein		34238340	ACAV_RS08505	969	322	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1911877	1913349	+						34237759	ACAV_RS08510	1473		old_locus_tag=Acav_1723
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1911877	1913349	+	WP_013594160.1	WP_013594160.1		APC family permease		34237759	ACAV_RS08510	1473	490	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1913380	1914939	+						34238559	ACAV_RS08515	1560		old_locus_tag=Acav_1724
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1913380	1914939	+	WP_013594161.1	WP_013594161.1		methyl-accepting chemotaxis protein		34238559	ACAV_RS08515	1560	519	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1915083	1916453	+						34236482	ACAV_RS08520	1371		old_locus_tag=Acav_1725
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1915083	1916453	+	WP_013594162.1	WP_013594162.1		aspartate aminotransferase family protein		34236482	ACAV_RS08520	1371	456	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1916532	1917272	-						34237792	ACAV_RS08525	741		old_locus_tag=Acav_1726
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1916532	1917272	-	WP_013594163.1	WP_013594163.1		helix-turn-helix domain-containing protein		34237792	ACAV_RS08525	741	246	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1917759	1918211	+						43402230	ACAV_RS24535	453		old_locus_tag=Acav_1727
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1917759	1918211	+	WP_013594164.1	WP_013594164.1		hypothetical protein		43402230	ACAV_RS24535	453	150	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1918371	1918586	+						34238657	ACAV_RS08535	216		old_locus_tag=Acav_1728
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1918371	1918586	+	WP_013594165.1	WP_013594165.1		hypothetical protein		34238657	ACAV_RS08535	216	71	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1918615	1919037	-						34237807	ACAV_RS08540	423		old_locus_tag=Acav_1729
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1918615	1919037	-	WP_013594166.1	WP_013594166.1		hypothetical protein		34237807	ACAV_RS08540	423	140	
gene	tRNA	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1919279	1919355	-						34236461	ACAV_RS08545	77		old_locus_tag=Acav_R0020
tRNA		GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1919279	1919355	-				tRNA-Arg		34236461	ACAV_RS08545	77		anticodon=TCT
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1919541	1921298	+						34235625	ACAV_RS08550	1758		old_locus_tag=Acav_1730
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1919541	1921298	+	WP_013594167.1	WP_013594167.1		Kef family K(+) transporter		34235625	ACAV_RS08550	1758	585	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1921343	1923199	-						34236571	ACAV_RS08555	1857		old_locus_tag=Acav_1731
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1921343	1923199	-	WP_013594168.1	WP_013594168.1		M14 family metallocarboxypeptidase		34236571	ACAV_RS08555	1857	618	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1923411	1925228	-						34236403	ACAV_RS08560	1818		old_locus_tag=Acav_1732
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1923411	1925228	-	WP_013594169.1	WP_013594169.1		DEAD/DEAH box helicase		34236403	ACAV_RS08560	1818	605	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1925593	1926048	+					atpC	34237034	ACAV_RS08565	456		old_locus_tag=Acav_1733
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1925593	1926048	+	WP_013594170.1	WP_013594170.1		ATP synthase F1 subunit epsilon	atpC	34237034	ACAV_RS08565	456	151	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1926187	1927848	+					ettA	34235944	ACAV_RS08570	1662		old_locus_tag=Acav_1734
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1926187	1927848	+	WP_013594171.1	WP_013594171.1		energy-dependent translational throttle protein EttA	ettA	34235944	ACAV_RS08570	1662	553	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1927932	1930334	+						34237312	ACAV_RS08575	2403		old_locus_tag=Acav_1735
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1927932	1930334	+	WP_013594172.1	WP_013594172.1		DUF1631 family protein		34237312	ACAV_RS08575	2403	800	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1930351	1931727	-						34235970	ACAV_RS08580	1377		old_locus_tag=Acav_1736
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1930351	1931727	-	WP_013594173.1	WP_013594173.1		ABC transporter substrate-binding protein		34235970	ACAV_RS08580	1377	458	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1931724	1932770	-						34239836	ACAV_RS08585	1047		old_locus_tag=Acav_1737
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1931724	1932770	-	WP_013594174.1	WP_013594174.1		P1 family peptidase		34239836	ACAV_RS08585	1047	348	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1932838	1933869	-						34235928	ACAV_RS08590	1032		old_locus_tag=Acav_1738
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1932838	1933869	-	WP_013594175.1	WP_013594175.1		AraC family transcriptional regulator		34235928	ACAV_RS08590	1032	343	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1934050	1935480	+						34238900	ACAV_RS08595	1431		old_locus_tag=Acav_1739
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1934050	1935480	+	WP_013594176.1	WP_013594176.1		coniferyl aldehyde dehydrogenase		34238900	ACAV_RS08595	1431	476	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1935510	1937168	+						34236089	ACAV_RS08600	1659		old_locus_tag=Acav_1740
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1935510	1937168	+	WP_013594177.1	WP_013594177.1		choline dehydrogenase		34236089	ACAV_RS08600	1659	552	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1937155	1939677	+						34237127	ACAV_RS08605	2523		old_locus_tag=Acav_1741
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1937155	1939677	+	WP_013594178.1	WP_013594178.1		alpha/beta hydrolase fold domain-containing protein		34237127	ACAV_RS08605	2523	840	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1939696	1940121	-						34235617	ACAV_RS08610	426		old_locus_tag=Acav_1742
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1939696	1940121	-	WP_013594179.1	WP_013594179.1		hypothetical protein		34235617	ACAV_RS08610	426	141	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1940137	1940856	-						34237051	ACAV_RS08615	720		old_locus_tag=Acav_1743
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1940137	1940856	-	WP_013594180.1	WP_013594180.1		complement resistance protein TraT		34237051	ACAV_RS08615	720	239	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1940859	1943225	-						34238839	ACAV_RS08620	2367		old_locus_tag=Acav_1744
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1940859	1943225	-	WP_013594181.1	WP_013594181.1		trypsin-like peptidase domain-containing protein		34238839	ACAV_RS08620	2367	788	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1943490	1943843	-						34236139	ACAV_RS08625	354		old_locus_tag=Acav_1745
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1943490	1943843	-	WP_013594182.1	WP_013594182.1		cupin domain-containing protein		34236139	ACAV_RS08625	354	117	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1944035	1944349	-						71765419	ACAV_RS25060	315		
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1944035	1944349	-	WP_244875552.1	WP_244875552.1		copper-binding protein		71765419	ACAV_RS25060	315	104	
gene	pseudogene	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1944335	1944742	-						71765420	ACAV_RS25065	408		partial;pseudo
CDS	without_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1944335	1944742	-				DUF411 domain-containing protein		71765420	ACAV_RS25065	408		partial;pseudo
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1944947	1946386	-						34239665	ACAV_RS08635	1440		old_locus_tag=Acav_1747
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1944947	1946386	-	WP_013594184.1	WP_013594184.1		copper oxidase		34239665	ACAV_RS08635	1440	479	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1946390	1947877	-						34235559	ACAV_RS08640	1488		old_locus_tag=Acav_1748
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1946390	1947877	-	WP_013594185.1	WP_013594185.1		TolC family protein		34235559	ACAV_RS08640	1488	495	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1947874	1948407	-						34237205	ACAV_RS08645	534		old_locus_tag=Acav_1749
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1947874	1948407	-	WP_013594186.1	WP_013594186.1		hypothetical protein		34237205	ACAV_RS08645	534	177	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1948517	1948942	-						34239965	ACAV_RS08650	426		old_locus_tag=Acav_1750
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1948517	1948942	-	WP_013594187.1	WP_013594187.1		hypothetical protein		34239965	ACAV_RS08650	426	141	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1948977	1949609	-						34239613	ACAV_RS08655	633		old_locus_tag=Acav_1751
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1948977	1949609	-	WP_013594188.1	WP_013594188.1		YitT family protein		34239613	ACAV_RS08655	633	210	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1949904	1952021	-						34236295	ACAV_RS08660	2118		old_locus_tag=Acav_1752
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1949904	1952021	-	WP_013594189.1	WP_013594189.1		heavy metal translocating P-type ATPase		34236295	ACAV_RS08660	2118	705	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1952116	1952580	+						34237300	ACAV_RS08665	465		old_locus_tag=Acav_1753
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1952116	1952580	+	WP_013594190.1	WP_013594190.1		Cd(II)/Pb(II)-responsive transcriptional regulator		34237300	ACAV_RS08665	465	154	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1952659	1953459	+						34239064	ACAV_RS08670	801		old_locus_tag=Acav_1754
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1952659	1953459	+	WP_013594191.1	WP_013594191.1		ABC transporter permease		34239064	ACAV_RS08670	801	266	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1953489	1954508	+						34236275	ACAV_RS08675	1020		old_locus_tag=Acav_1755
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1953489	1954508	+	WP_013594192.1	WP_013594192.1		mammalian cell entry protein		34236275	ACAV_RS08675	1020	339	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1954505	1955218	+						34238492	ACAV_RS08680	714		old_locus_tag=Acav_1756
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1954505	1955218	+	WP_013594193.1	WP_013594193.1		hypothetical protein		34238492	ACAV_RS08680	714	237	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1955285	1955470	-						34238784	ACAV_RS08685	186		old_locus_tag=Acav_1757
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1955285	1955470	-	WP_013594194.1	WP_013594194.1		hypothetical protein		34238784	ACAV_RS08685	186	61	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1955640	1957178	-						34237786	ACAV_RS08690	1539		old_locus_tag=Acav_1758
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1955640	1957178	-	WP_244875553.1	WP_244875553.1		NAD(P)H-hydrate dehydratase		34237786	ACAV_RS08690	1539	512	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1957244	1958491	-						34239775	ACAV_RS08695	1248		old_locus_tag=Acav_1759
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1957244	1958491	-	WP_013594196.1	WP_013594196.1		FAD-dependent oxidoreductase		34239775	ACAV_RS08695	1248	415	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1958802	1959554	+					rpsB	34237804	ACAV_RS08700	753		old_locus_tag=Acav_1760
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1958802	1959554	+	WP_013594197.1	WP_013594197.1		30S ribosomal protein S2	rpsB	34237804	ACAV_RS08700	753	250	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1959658	1960554	+					tsf	34239543	ACAV_RS08705	897		old_locus_tag=Acav_1761
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1959658	1960554	+	WP_013594198.1	WP_013594198.1		translation elongation factor Ts	tsf	34239543	ACAV_RS08705	897	298	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1960605	1961327	+					pyrH	34235498	ACAV_RS08710	723		old_locus_tag=Acav_1762
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1960605	1961327	+	WP_013594199.1	WP_013594199.1		UMP kinase	pyrH	34235498	ACAV_RS08710	723	240	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1961398	1961958	+					frr	34236918	ACAV_RS08715	561		old_locus_tag=Acav_1763
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1961398	1961958	+	WP_013594200.1	WP_013594200.1		ribosome recycling factor	frr	34236918	ACAV_RS08715	561	186	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1961984	1962727	+					uppS	34235376	ACAV_RS08720	744		old_locus_tag=Acav_1764
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1961984	1962727	+	WP_081463121.1	WP_081463121.1		polyprenyl diphosphate synthase	uppS	34235376	ACAV_RS08720	744	247	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1962739	1963593	+						34235912	ACAV_RS08725	855		old_locus_tag=Acav_1765
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1962739	1963593	+	WP_013594202.1	WP_013594202.1		phosphatidate cytidylyltransferase		34235912	ACAV_RS08725	855	284	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1963590	1964768	+					ispC	34235726	ACAV_RS08730	1179		old_locus_tag=Acav_1766
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1963590	1964768	+	WP_013594203.1	WP_013594203.1		1-deoxy-D-xylulose-5-phosphate reductoisomerase	ispC	34235726	ACAV_RS08730	1179	392	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1964803	1966170	+					rseP	34237910	ACAV_RS08735	1368		old_locus_tag=Acav_1767
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1964803	1966170	+	WP_013594204.1	WP_013594204.1		RIP metalloprotease RseP	rseP	34237910	ACAV_RS08735	1368	455	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1966214	1968511	+					bamA	34239031	ACAV_RS08740	2298		old_locus_tag=Acav_1768
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1966214	1968511	+	WP_013594205.1	WP_013594205.1		outer membrane protein assembly factor BamA	bamA	34239031	ACAV_RS08740	2298	765	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1968511	1969038	+						34236654	ACAV_RS08745	528		old_locus_tag=Acav_1769
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1968511	1969038	+	WP_013594206.1	WP_013594206.1		OmpH family outer membrane protein		34236654	ACAV_RS08745	528	175	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1969078	1970079	+					lpxD	34235491	ACAV_RS08750	1002		old_locus_tag=Acav_1770
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1969078	1970079	+	WP_013594207.1	WP_013594207.1		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	lpxD	34235491	ACAV_RS08750	1002	333	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1970076	1970516	+					fabZ	34236631	ACAV_RS08755	441		old_locus_tag=Acav_1771
CDS	with_protein	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1970076	1970516	+	WP_013594208.1	WP_013594208.1		3-hydroxyacyl-ACP dehydratase FabZ	fabZ	34236631	ACAV_RS08755	441	146	
gene	protein_coding	GCF_000176855.2	Primary Assembly	chromosome		NC_015138.1	1970535	1971323	+					lpxA	34238931	ACAV_RS08760	789		old_locus_tag=Acav_1772
